fact_id,run_id,profile_id,profile_sha256,provider,requested_model,model_revision,harness_id,feature_name,feature_value,evidence_class,source_kind,source_id,source_sha256,reportable
feature_9891f0dcc0d06557d6450eb8,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_landlord_v17,1adc093a5d785b65dfa315c496fea8c0de74b2d3c30010998465571c2e2d7f45,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,cost_complete,true,admission_derived,profile_admission,admission_bfbf5a304e76cd05a97e,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_59b0ec83549a97f4aee9e6bb,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_landlord_v17,1adc093a5d785b65dfa315c496fea8c0de74b2d3c30010998465571c2e2d7f45,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,native_history_preserved,false,admission_derived,profile_admission,admission_bfbf5a304e76cd05a97e,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_f2d2685c2f8578f235ca8516,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_landlord_v17,1adc093a5d785b65dfa315c496fea8c0de74b2d3c30010998465571c2e2d7f45,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,policy_re_executable,false,admission_derived,profile_admission,admission_bfbf5a304e76cd05a97e,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_2dfd7b5427ff6d49315bea63,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_landlord_v17,1adc093a5d785b65dfa315c496fea8c0de74b2d3c30010998465571c2e2d7f45,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,provider_calls_observed,true,admission_derived,profile_admission,admission_bfbf5a304e76cd05a97e,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_7ea1a3e18f5abd095d08b8b4,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_landlord_v17,1adc093a5d785b65dfa315c496fea8c0de74b2d3c30010998465571c2e2d7f45,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,seed_enforced,true,admission_derived,profile_admission,admission_bfbf5a304e76cd05a97e,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_4751f9e8a1a167aa29284ae2,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_landlord_v17,1adc093a5d785b65dfa315c496fea8c0de74b2d3c30010998465571c2e2d7f45,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,state_restorable,false,admission_derived,profile_admission,admission_bfbf5a304e76cd05a97e,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_2a21050e93e204ffb7b6d419,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_landlord_v17,1adc093a5d785b65dfa315c496fea8c0de74b2d3c30010998465571c2e2d7f45,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,tool_calls_observed,false,admission_derived,profile_admission,admission_bfbf5a304e76cd05a97e,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_9addd5afbb3afeded756a43b,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_tenant_v17,a35de364d22a6ab77718049b5470aa79578e545e4a7514821076ec47310560b6,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,cost_complete,true,admission_derived,profile_admission,admission_259d9b82869409a4ce2c,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_29f2358f5e76ad423e4f995c,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_tenant_v17,a35de364d22a6ab77718049b5470aa79578e545e4a7514821076ec47310560b6,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,native_history_preserved,false,admission_derived,profile_admission,admission_259d9b82869409a4ce2c,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_ba55be2662e5c1b066663107,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_tenant_v17,a35de364d22a6ab77718049b5470aa79578e545e4a7514821076ec47310560b6,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,policy_re_executable,false,admission_derived,profile_admission,admission_259d9b82869409a4ce2c,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_49833a65efe3a3cffe1f9c3f,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_tenant_v17,a35de364d22a6ab77718049b5470aa79578e545e4a7514821076ec47310560b6,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,provider_calls_observed,true,admission_derived,profile_admission,admission_259d9b82869409a4ce2c,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_c3a7a98f6144cc1d6f2b6627,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_tenant_v17,a35de364d22a6ab77718049b5470aa79578e545e4a7514821076ec47310560b6,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,seed_enforced,true,admission_derived,profile_admission,admission_259d9b82869409a4ce2c,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_2f7b1d13385bbbbb08843d87,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_tenant_v17,a35de364d22a6ab77718049b5470aa79578e545e4a7514821076ec47310560b6,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,state_restorable,false,admission_derived,profile_admission,admission_259d9b82869409a4ce2c,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
feature_716d213580fca6de5981d255,runplan_fe91d9e8e22868d7,housing_glm_53_flash_parasail_tenant_v17,a35de364d22a6ab77718049b5470aa79578e545e4a7514821076ec47310560b6,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,tool_calls_observed,false,admission_derived,profile_admission,admission_259d9b82869409a4ce2c,fe91d9e8e22868d71eb743cab3e16120c4da1234b1262fc7922bad6a4edcd1c9,true
