fact_id,run_id,profile_id,profile_sha256,provider,requested_model,model_revision,harness_id,feature_name,feature_value,evidence_class,source_kind,source_id,source_sha256,reportable
feature_8cba62dfcee4398922cee973,runplan_128c59f678f46bd2,housing_deepseek_v4_flash_parasail_tenant_v10,62dfbc58c13dd2eb9e325dd36794aa27b34873b52c8fb4803d1b408e795d7bc2,openrouter,deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-20260731,minimal_chat,cost_complete,true,admission_derived,profile_admission,admission_5a42f1a26fa313ccd173,128c59f678f46bd26c3af65188c22f9db089c4db258ee98363bf1aedde7af874,true
feature_68214dde72df5a71adc85215,runplan_128c59f678f46bd2,housing_deepseek_v4_flash_parasail_tenant_v10,62dfbc58c13dd2eb9e325dd36794aa27b34873b52c8fb4803d1b408e795d7bc2,openrouter,deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-20260731,minimal_chat,native_history_preserved,false,admission_derived,profile_admission,admission_5a42f1a26fa313ccd173,128c59f678f46bd26c3af65188c22f9db089c4db258ee98363bf1aedde7af874,true
feature_f6504a69ba240a684a83aedd,runplan_128c59f678f46bd2,housing_deepseek_v4_flash_parasail_tenant_v10,62dfbc58c13dd2eb9e325dd36794aa27b34873b52c8fb4803d1b408e795d7bc2,openrouter,deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-20260731,minimal_chat,policy_re_executable,false,admission_derived,profile_admission,admission_5a42f1a26fa313ccd173,128c59f678f46bd26c3af65188c22f9db089c4db258ee98363bf1aedde7af874,true
feature_08bd359e9fb52f6c96ed4e04,runplan_128c59f678f46bd2,housing_deepseek_v4_flash_parasail_tenant_v10,62dfbc58c13dd2eb9e325dd36794aa27b34873b52c8fb4803d1b408e795d7bc2,openrouter,deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-20260731,minimal_chat,provider_calls_observed,true,admission_derived,profile_admission,admission_5a42f1a26fa313ccd173,128c59f678f46bd26c3af65188c22f9db089c4db258ee98363bf1aedde7af874,true
feature_cdc7a7dcb2675a7fdc02fbdc,runplan_128c59f678f46bd2,housing_deepseek_v4_flash_parasail_tenant_v10,62dfbc58c13dd2eb9e325dd36794aa27b34873b52c8fb4803d1b408e795d7bc2,openrouter,deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-20260731,minimal_chat,seed_enforced,true,admission_derived,profile_admission,admission_5a42f1a26fa313ccd173,128c59f678f46bd26c3af65188c22f9db089c4db258ee98363bf1aedde7af874,true
feature_c244f73b3de4631d152c0ddd,runplan_128c59f678f46bd2,housing_deepseek_v4_flash_parasail_tenant_v10,62dfbc58c13dd2eb9e325dd36794aa27b34873b52c8fb4803d1b408e795d7bc2,openrouter,deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-20260731,minimal_chat,state_restorable,false,admission_derived,profile_admission,admission_5a42f1a26fa313ccd173,128c59f678f46bd26c3af65188c22f9db089c4db258ee98363bf1aedde7af874,true
feature_92961e6396e46447eb517964,runplan_128c59f678f46bd2,housing_deepseek_v4_flash_parasail_tenant_v10,62dfbc58c13dd2eb9e325dd36794aa27b34873b52c8fb4803d1b408e795d7bc2,openrouter,deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-20260731,minimal_chat,tool_calls_observed,false,admission_derived,profile_admission,admission_5a42f1a26fa313ccd173,128c59f678f46bd26c3af65188c22f9db089c4db258ee98363bf1aedde7af874,true
feature_5d14d3d438345b984251d29b,runplan_128c59f678f46bd2,housing_glm_53_flash_morph_landlord_v10,36d9d4d6b4c33fb00be8172c1462278c680fb48adc337e8a045d001f90196c23,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,cost_complete,true,admission_derived,profile_admission,admission_5fb1eb6eda9da1ce00c2,128c59f678f46bd26c3af65188c22f9db089c4db258ee98363bf1aedde7af874,true
feature_b1aa6b1286a9ab1b4d99e56f,runplan_128c59f678f46bd2,housing_glm_53_flash_morph_landlord_v10,36d9d4d6b4c33fb00be8172c1462278c680fb48adc337e8a045d001f90196c23,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,native_history_preserved,false,admission_derived,profile_admission,admission_5fb1eb6eda9da1ce00c2,128c59f678f46bd26c3af65188c22f9db089c4db258ee98363bf1aedde7af874,true
feature_c0a3f089b60dacd8a4de6590,runplan_128c59f678f46bd2,housing_glm_53_flash_morph_landlord_v10,36d9d4d6b4c33fb00be8172c1462278c680fb48adc337e8a045d001f90196c23,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,minimal_chat,policy_re_executable,false,admission_derived,profile_admission,admission_5fb1eb6eda9da1ce00c2,128c59f678f46bd26c3af65188c22f9db089c4db258ee98363bf1aedde7af874,true
